biosample_property_no	biosample_no	property_name	property_value	is_current	date_created	created_by
032590e8-bfa5-4ea9-ab82-d8c41b2fde03	Astrocy	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c9a2d7ef-7739-423b-bef7-44aa3875dcb0	Astrocy	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
43b8a64a-9bcf-46b1-99af-fd38b47a17d1	CD14+	orderUrl	http://labs.fhcrc.org/heimfeld/contact.html	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e37bb80b-b948-4a66-9554-8fb632fd55b4	CD14+	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3aeb5575-99bd-43bb-8f30-a379e00c1610	CD14+	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d0b59ffa-9dc6-4557-90a5-36ebaa5188b4	CD14+	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f16e7605-63a6-4991-9567-bff0584b28cb	CD14+	tier	2	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
90958250-7e9b-4652-8251-6bd973587402	BC_Prostate_Gland_H12817N	orderUrl	http://www.biochain.com	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b47803dd-7a0d-4165-bc2c-588c84ae95db	BC_Prostate_Gland_H12817N	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fb15a67b-deb8-4dc8-b950-250557699bf8	BC_Prostate_Gland_H12817N	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d9520ccd-fe24-4776-828e-9c5955bf8e9c	BC_Prostate_Gland_H12817N	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c8178ef3-6210-415d-9575-fe1c8322bb20	BC_Prostate_Gland_H12817N	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
10b4b3f8-439a-4bf8-a0ac-da5822b7dfe4	HSaVEC	orderUrl	http://www.promocell.com/nc/products/human-primary-cells/endothelial-cells-large-vessels/human-saphenous-vein-endothelial-cells-hsavec/?sword_list%5B%5D=HSaVEC	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c1136bbd-f81f-440a-9c50-fbdcb2733599	HSaVEC	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bad98bc0-3184-41a1-9466-fa1a675c00b2	HSaVEC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fcb8301c-4b44-4499-8bfe-16c5010e347d	HSaVEC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7fb32921-c893-4ea5-b1d9-60a2221bd312	HSaVEC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e728368d-fe0c-470c-bdfe-b8ac03dcb5c2	Gliobla	orderUrl	http://www.cancer.duke.edu/btc/modules/facultystaff1/index.php?id=85	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
17d2a91d-659e-4c29-9963-b2b292b613ae	Gliobla	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4acaa2d4-b53d-40fd-b5d4-1325f66edd28	Gliobla	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f890bd0b-9688-43c2-9bdd-8f0076e9f887	Gliobla	karyotype	cancer	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
195bd8e9-4173-45fa-9ca1-b2bd98d866c3	Gliobla	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c96a1786-bfcb-47f3-bc38-48461d7224cc	BC_Pancreas_H12817N	orderUrl	http://www.biochain.com;http://www.biochain.com	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
583304c7-6220-49ce-97cd-488131e362e2	BC_Pancreas_H12817N	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
edf9affa-d066-4cca-8e05-1f563119bc22	BC_Pancreas_H12817N	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7ad4c1e6-5c20-4aa9-a411-bfe297144e3f	BC_Pancreas_H12817N	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9df3c6ab-4873-4632-902d-64d5dc1b54f0	BC_Pancreas_H12817N	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f1566f91-d515-4d88-9dce-a19b3f3c38e2	BG02ES	orderUrl	http://stemcells.nih.gov/staticresources/research/registry/PDFs/BresaGen.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
31a60462-338e-429c-8a5e-2c04dc4c458d	BG02ES	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d06d929a-6bde-4f8a-b01c-5e20cbf89cf1	BG02ES	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c30e30e7-a759-4211-ad75-d1829d3812c1	BG02ES	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ec869f70-230f-47ff-903f-2093f9a02eec	BG02ES	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e3321038-b83f-4f2d-92b1-d9d07c047458	HMEpC	orderUrl	http://www.promocell.com/nc/products/human-primary-cells/epithelial-cells/human-mammary-epithelial-cells-hmepc/?sword_list%5B%5D=HMEpC	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
52eb387b-e2f4-49d6-ae43-d3ecf39fe7ef	HMEpC	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a1af6bf4-dd85-4fca-88e4-45dce62e6d89	HMEpC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
10d8b2dc-3b4b-4b3b-9b9c-22ec2d510e5e	HMEpC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f2aa55cd-5e3f-4184-ad2a-11134631d178	HMEpC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0e1860db-1712-4daa-ba13-bb5643045aad	BMDM	orderUrl	http://www.mimg.ucla.edu/faculty/cheng/genhong.html	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dc60d2b1-6fef-45e2-a2c8-2ec79c2f9486	BMDM	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c397a7b1-8e24-4d1e-8e05-742c654c7a92	BMDM	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b1a515b1-7b2a-4ff5-b53f-46f796f462ce	BMDM	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d6800759-ce75-4799-9aef-b4a065d147f6	BMDM	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7cc4df11-3f6d-47d0-b5a7-b0394512f5f8	WholeBrain	orderUrl	http://www.gs.washington.edu/faculty/stamj.htm;http://gingeraslab.cshl.edu/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2ab45efa-b6a3-4bdd-b3ef-693d6f2d2d52	WholeBrain	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7843a694-3061-459f-a6b0-c32b62b2d34d	WholeBrain	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9248c3c4-5619-40bb-ad61-1f8841e79c0c	WholeBrain	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7bdb00ac-b985-430a-9cc0-a6e7b417186c	WholeBrain	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
58524e66-0b2b-4163-ad52-191526baa8c7	HSMM_emb	orderUrl	http://depts.washington.edu/biowww/faculty/hauschka-steve/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
55e36dee-879d-415d-b5ef-63cf25483ac4	HSMM_emb	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
501aad46-a692-4701-8583-9ca45c7293e9	HSMM_emb	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c2ad5f2d-ed2d-4342-a6d8-c239dcbd9a55	HSMM_emb	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aa787583-1820-476b-bd97-0dc611acc764	HSMM_emb	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
73e267a7-f55b-4422-bfc4-1be5cbd7d67a	HTR8svn	orderUrl	http://anatomy.queensu.ca/faculty/graham.cfm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e662bcff-a91f-4532-a581-814dce2fa3ec	HTR8svn	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
23186819-bc00-4191-aea5-00397874425e	HTR8svn	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d1acf323-aabb-46ba-9351-f54328972451	HTR8svn	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
18dc5394-5246-48ce-a3a9-cb9b3e146f12	HTR8svn	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d1b0ae5b-2994-4fa6-8ea2-a110a5cacc27	HAc	orderUrl	http://www.sciencellonline.com/site/productDetails.php?keyword=1810	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
745bd844-fd25-4310-86d3-6829cbfd6e3b	HAc	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6e44b9d0-4e04-445d-b50a-264edc89ef9e	HAc	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
33549f0c-a41c-4a85-9ff5-be73309fe595	HAc	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0c93dbb5-4a25-46c0-969a-b76b8ee021ee	HAc	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fc3bcaf0-53de-4c43-9d4d-60f98c69c71e	HPAEC	orderUrl	http://www.lonza.com	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3cb01441-18d5-46a8-a380-cb71bbb3f18e	HPAEC	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7c573c49-86b3-466f-9f3f-88d14ca20d73	HPAEC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e1b42dc6-4405-4509-85a9-3c595cc43428	HPAEC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
14f0d512-f91a-407b-831f-974816c00b55	HPAEC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6f24c376-7057-400a-9df1-be2ed50b283a	HCH_0011308.2P	orderUrl	http://www.promocell.com/nc/products/human-primary-cells/chondrocytes/?sword_list%5B%5D=HCH	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c7084f44-00b1-445d-914e-9da1dacede92	HCH_0011308.2P	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5ca1b181-f453-42df-94c5-32cb5ed98a2f	HCH_0011308.2P	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
44109b6b-0498-4966-a2df-8a6711839cae	HCH_0011308.2P	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ecfeaa1c-37ad-4eee-a512-ce30192585d8	HCH_0011308.2P	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bfd38d60-712b-4ceb-aedc-82d2d70edbf8	SK-N-MC	orderUrl	http://www.atcc.org/ATCCAdvancedCatalogSearch/ProductDetails/tabid/452/Default.aspx?ATCCNum=HTB-10&Template=cellBiology	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4ec585b0-a705-4311-ae14-ae6345cb015d	SK-N-MC	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ea7ce782-169e-42c8-aa58-5b2af2eedacb	SK-N-MC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0dea9701-1824-4975-873a-af26a844e450	SK-N-MC	karyotype	cancer	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ca7e7bb7-94ff-4cfa-9695-459a0e4ccc8e	SK-N-MC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
07a85e4c-b143-4568-a2a1-32c38c3d98e6	Small_intestine_OC	orderUrl	http://www.ecu.edu/cs-dhs/med/NcTissueConsortium.cfm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
75371ea0-056a-4d6a-9c2d-148e05f7f693	Small_intestine_OC	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c7769035-1625-42dd-b94d-eee04ad7b5ec	Small_intestine_OC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e1dfe94e-e6de-440a-b1b2-309a92de8bd0	Small_intestine_OC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ef46249b-75d1-41f4-aaea-621aa08b2671	Small_intestine_OC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fe4e49c5-0d52-4ce3-b0aa-6594700e2ed2	CD20+	orderUrl	http://labs.fhcrc.org/heimfeld/index.html	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
109ca472-237a-43a6-b10d-3d1b1c542203	CD20+	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
834602cc-83a3-48a7-b06a-825f54775439	CD20+	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d16c0faa-79c0-4d07-9c44-e98aa7113bfa	CD20+	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a617afd1-df03-4e0f-8e00-2f5086a8c76d	CD20+	tier	2	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
91046c14-d5ed-4b41-bcf3-f46da5b9c200	LHSR	orderUrl	http://physicians.dana-farber.org/directory/profile.asp?dbase=main&setsize=10&display=Y&nxtfmt=pc&pgt=William+C.+Hahn,+MD,+PhD&gs=r&picture_id=0000378&lookup=Y&pict_id=0000378	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a0f94ac6-4749-48b6-8b5b-ef626bc3d890	LHSR	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b6e57da9-c095-48f0-baa5-67a7ba9ec693	LHSR	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9eb8dc53-4e40-4896-9022-7b74a903b67b	LHSR	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5f57ab48-72f9-40c0-8f3f-59d0e001f32d	LHSR	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
37f51343-3e7e-4dbc-b22a-da0cbb54d284	iPS_NIHi7	orderUrl	http://www.ninds.nih.gov/research/labs/25.htm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9954391f-55a5-4abb-baf0-d2fa97ddd434	iPS_NIHi7	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6cb61a5b-d244-4ca0-971b-a1a85462c0bd	iPS_NIHi7	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6471e462-2e0f-4588-b9ce-9ee0fd42a954	iPS_NIHi7	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
86789ffa-74f3-42e7-a858-d76d9530942a	iPS_NIHi7	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
efcc1c53-4ee9-4c27-8df8-b413676090fc	HMVEC-LBl	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2ce97fbd-986e-4464-8c5b-5e1f75e555bb	HMVEC-LBl	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
943fe4a2-eec6-43a4-84bd-22a46bcfd7f4	HMVEC-LBl	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9453d276-b11b-4337-9aeb-e86cc0a6548a	HMVEC-LBl	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0d9a108d-4d82-4600-a893-f4631a3abce4	HMVEC-LBl	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
36d9ef3d-2f2f-4330-834a-5fb7d6b58efe	BC_Testis_N30	orderUrl	http://www.biochain.com	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6c730c01-9ffe-4c89-b5e7-11399c8a0438	BC_Testis_N30	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
082058be-7cfd-4230-91c8-40b58a4d934c	BC_Testis_N30	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
33e7b0bd-34a2-4a94-a215-02fd41c5e175	BC_Testis_N30	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
18d6c191-9894-440b-9e04-e6d341dfd78c	BC_Testis_N30	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c6d26815-67c8-4a6a-a4ba-35615466b666	hMSC-UC_0081101.7	orderUrl	http://www.promocell.com/nc/products/human-stem-and-blood-cells/mesenchymal-stem-cells/human-mesenchymal-stem-cells-from-umbilical-cord-matrix-hmsc-uc/?sword_list%5B%5D=hMSC-UC	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
20b28dc7-c460-4bde-aba6-39c2921d3f5f	hMSC-UC_0081101.7	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3a2d887a-8b71-4f6b-b8a4-8fba7dc2feac	hMSC-UC_0081101.7	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
55158589-befa-4f52-ad72-7b019cd1a692	hMSC-UC_0081101.7	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b21fc998-067e-4df8-b1fc-57e9822d7f7c	hMSC-UC_0081101.7	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8605b2bf-bb77-459d-a273-0008fb84834c	Ishikawa	orderUrl	http://www.sigmaaldrich.com/catalog/ProductDetail.do?D7=0&N5=SEARCH_CONCAT_PNO%7CBRAND_KEY&N4=99040201%7CSIGMA&N25=0&QS=ON&F=SPEC	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6166f152-8dd4-40d1-9fa5-b0630e77bcfb	Ishikawa	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4d815d70-489f-48fc-9792-1134f3424d83	Ishikawa	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d579f6c1-63a2-4af8-abc9-5c6884500351	Ishikawa	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6440d643-51b6-4856-9d77-f70054ba3523	Ishikawa	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6313c011-97b2-497a-9d3a-bacb55426aa7	PBDE	orderUrl	http://pibbs.usc.edu/faculty/profile/?fid=205	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
850bdde8-224f-4a71-b6d9-230dc8c52a88	PBDE	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
14440633-eddc-43dc-9f53-8ba6ba9d6ea6	PBDE	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
95e920d3-745a-498f-afbc-f559bb75eaf4	PBDE	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b8ade632-2a45-4c2c-a13d-cce3c5ef43a2	PBDE	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b0788338-5b5c-4e78-b56a-4e029bb38ca4	ES-46C	orderUrl	http://www.bioc.cam.ac.uk/uto/smitha.html	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
63213aa8-d5fa-40b8-bd56-c147a55dd8f3	ES-46C	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
84b88a7d-434f-4787-89ab-cee49f9c19ac	ES-46C	age	E0	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ae7960c1-5512-4bb4-a86a-f8006f301263	ES-46C	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
27a736de-a299-4c42-b962-33628a88a78b	ES-46C	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
71f11752-60d3-491a-9535-392542530b86	BC_Lung_01-11002	orderUrl	http://www.biochain.com;http://www.biochain.com	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4e69f008-8050-46f6-9e17-a8d8c5716d26	BC_Lung_01-11002	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5a19ba52-0638-4ca1-bace-60979b71ee1e	BC_Lung_01-11002	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a64d12c8-745c-452c-ac4d-908d1f678361	BC_Lung_01-11002	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
39976adc-1c0a-4f7e-ae3f-d2124ec5a9d6	BC_Lung_01-11002	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
50404101-fc02-4968-9405-4aa5c602da50	HMVEC-dNeo	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6e01a57d-8524-4d07-a9d3-0f345fd44ca6	HMVEC-dNeo	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
99c5e438-0c59-45ce-b3a2-96a6a2e6c353	HMVEC-dNeo	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
69eb62d4-a53d-4d82-b251-61a1b4a2d1b7	HMVEC-dNeo	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5fd3087b-7772-459d-945c-306024820565	HMVEC-dNeo	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a3d138ba-3bc2-41d8-a22e-375762901e12	HSaVEC_0022202.16	orderUrl	http://www.promocell.com/nc/products/human-primary-cells/endothelial-cells-large-vessels/human-saphenous-vein-endothelial-cells-hsavec/?sword_list%5B%5D=HSaVEC	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f693f8dd-f471-4b48-b22c-b61eacd02c97	HSaVEC_0022202.16	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
01c7c478-3632-4cb7-b189-605693789c65	HSaVEC_0022202.16	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
966608c9-201f-4a2a-845e-4c6857c266e0	HSaVEC_0022202.16	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
edfe6407-839c-499f-a02f-dbabd33fce1a	HSaVEC_0022202.16	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
60d09046-67d0-4275-beee-982e1d7b16aa	HMEpC_6022801.3	orderUrl	http://www.promocell.com/nc/products/human-primary-cells/epithelial-cells/human-mammary-epithelial-cells-hmepc/?sword_list%5B%5D=HMEpC	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1edc09f3-7414-44ac-82d3-d8a5f2bbf6d3	HMEpC_6022801.3	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
15e3bcf0-da2b-46f8-803c-64e7ed578cd6	HMEpC_6022801.3	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aa2fae79-7429-4877-be41-933f8b070476	HMEpC_6022801.3	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
76983eb0-a025-4578-874a-c92084018ebc	HMEpC_6022801.3	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3c8a9d0d-8f77-452e-8a39-69f1394405b2	hMSC-BM	orderUrl	http://www.promocell.com/products/human-stem-and-blood-cells/mesenchymal-stem-cells/human-mesenchymal-stem-cells-from-bone-marrow-hmsc-bm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c3331f63-50d7-4195-8739-1f9ac309e043	hMSC-BM	sex	B	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7a91cf8e-6d9f-44e3-bf39-75ef9d1201e4	hMSC-BM	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8684da74-3b8e-4952-aef1-81158eaf51da	hMSC-BM	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4cce2d0d-b59e-42d9-9009-c3ce34e8f001	hMSC-BM	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
90c4dd2c-b324-41ae-93f8-6f669b7efec9	NHDF_0060801.3	orderUrl	http://www.promocell.com/nc/products/human-primary-cells/fibroblasts/normal-human-dermal-fibroblasts-nhdf/?sword_list%5B%5D=NHDF	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b4ad32f3-d130-48b8-9122-e36afb975788	NHDF_0060801.3	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
36522e3e-a35d-44cb-99de-cf0d1e5fde3d	NHDF_0060801.3	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
33996851-2c58-4221-b90b-096b22f0eb69	NHDF_0060801.3	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b42f7813-c080-4022-bb72-0ae1cac3323d	NHDF_0060801.3	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e92cc2b7-57dc-4816-874a-3f6039238a6d	HBMEC	orderUrl	http://www.sciencellonline.com/site/productDetails.php?keyword=1000	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
75591942-67ff-4805-b548-b7be44dc59b1	HBMEC	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fda80980-0fa2-43e6-b635-b47bf225c2d1	HBMEC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a0873a55-eda9-40aa-81d0-2d93b91ea876	HBMEC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8feea000-ff0a-403e-a8c7-c5cbe51537d8	HBMEC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f8c22bf6-8162-4cc9-ad14-3de3e669bdd9	RPMI-7951	orderUrl	http://www.atcc.org/ATCCAdvancedCatalogSearch/ProductDetails/tabid/452/Default.aspx?ATCCNum=HTB-66&Template=cellBiology	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d134b8ae-2cfb-4354-bd2d-605fef8f7bb1	RPMI-7951	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7af9f8ee-bf65-4885-a345-8e6406830afa	RPMI-7951	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
116a2eeb-df48-4e7e-9261-01c276fccad2	RPMI-7951	karyotype	cancer	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c27b303c-fcc8-4859-a07e-a2f9fa7ce45a	RPMI-7951	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a7e21795-dcc5-42e0-a61d-049b06b82764	Osteobl	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1ab02101-f742-4f34-9656-394c1789b591	Osteobl	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
67c839d1-ac7b-4602-bf34-bd855ad5d4da	Osteobl	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
