biosample_property_no	biosample_no	property_name	property_value	is_current	date_created	created_by
5eb264b5-9a79-4228-a3fe-8f09e7753395	HAoAF_6111301.9	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8023ad2e-2645-45f7-af4d-02e4c8535dd2	HAoAF_6111301.9	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6899c34b-133e-49df-87bf-ab541aecf0ad	HindlimbBud	orderUrl	http://weill.cornell.edu/research/researcher/lselleri/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6070af3b-fa6a-4826-8d1a-ae382448eb03	HindlimbBud	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c362ddd9-1280-4ab4-a94d-f7188333849b	HindlimbBud	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
65249037-aba3-429f-b562-1b0de4bbabc2	HindlimbBud	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
60b73b1c-957a-439d-837a-6c30f1633b38	HindlimbBud	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
af5676df-68f5-4a18-ab65-3f6112b2e216	Bladder	orderUrl	http://gingeraslab.cshl.edu/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ec6d4c60-388d-436d-a92a-6e6e1a988e06	Bladder	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d57fb7b1-182d-4cf1-9926-4e3cc59e9fd0	Bladder	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
82714aab-10d7-4ee8-905e-327ab274792c	Bladder	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f04bb263-3726-49e9-999e-7c70375e8015	Bladder	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7d3ab4d4-6809-4ac1-890c-7c56187c414a	BC_Placenta_UHN00189	orderUrl	http://www.biochain.com	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e2bac966-afd9-42e3-81a3-2fef5482c57d	BC_Placenta_UHN00189	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a6bb13a1-8fc3-4f5f-af30-50d41c01707c	BC_Placenta_UHN00189	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7a0b74be-a503-45f9-bc50-7bf701806621	BC_Placenta_UHN00189	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3630d8f7-af5c-40d7-91ce-c27b19902cb9	BC_Placenta_UHN00189	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
09643d92-cf26-4875-a109-8f9acf76633c	L1210	orderUrl	http://www.atcc.org/ATCCAdvancedCatalogSearch/ProductDetails/tabid/452/Default.aspx?ATCCNum=ccl-219&Template=cellBiology	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
01c8490d-23fe-4592-8e11-c5ec35fe980a	L1210	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c5666061-4d53-42e2-86f4-86e6054a8ef5	L1210	age	immortalized	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
12649203-bce8-436b-8c6b-06d3eeec9677	L1210	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
15f772f1-09d5-4cd0-83a9-65fef3ab334e	L1210	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
666289ef-3a45-47da-a0c7-215d7e2e96c6	Liver_STL011	orderUrl	http://snyderlab.stanford.edu/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fd365853-be23-4fed-bffe-54bf29951cb3	Liver_STL011	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1f42d1a5-60b0-4094-81f1-44e3bd9cc357	Liver_STL011	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3977c01a-0a5f-482e-ac6f-cdfee22e7427	Liver_STL011	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cf20e513-72df-4bff-88e4-cd094f7efecb	Liver_STL011	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cd18cdda-d522-4e45-a2d5-16a8437d0d71	hMNC-CB_9111701.6	orderUrl	http://www.promocell.com/nc/products/human-stem-and-blood-cells/mononuclear-cells/human-mononuclear-cells-from-cord-blood-hmnc-cb/?sword_list%5B%5D=hMNC-CB	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cc8a9ff9-598c-42e8-bbc7-f8ea54fb26f9	hMNC-CB_9111701.6	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bc5eaedc-a3ee-43b4-b155-31fa6b516ccd	hMNC-CB_9111701.6	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
91b7c9f4-022f-4630-9ca3-1a938501c02e	hMNC-CB_9111701.6	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d242104a-8dc8-417e-af90-dc4db4814528	hMNC-CB_9111701.6	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d605617b-aeb5-4d6a-bbe8-8a7467c8f3c7	Duodenum	orderUrl	http://gingeraslab.cshl.edu/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7a3f3b9f-89c4-4272-b8d2-76f35729be9b	Duodenum	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2817419c-3779-4c94-bcad-2e2d5e0a5264	Duodenum	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e9a49ff4-816b-4548-a119-a185c4839e1a	Duodenum	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c1d17d0c-886d-49f3-8799-b85a835dcc02	Duodenum	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0ddca622-9ad8-46ff-9ba2-1efaebd85d91	Lymphoblastoid_cell_line	orderUrl	http://ccr.coriell.org	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
91616d2f-e9c9-43bb-9276-d4f4b9d1739a	Lymphoblastoid_cell_line	sex	B	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1746c05f-8d06-455d-8d40-05e5bc96e66d	Lymphoblastoid_cell_line	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1296c77e-cbf6-4575-97ca-db5558208778	Lymphoblastoid_cell_line	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4acdabe0-a58d-470f-a526-ef7fd7330014	Lymphoblastoid_cell_line	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1d104986-bbce-4318-9235-42c7f5a04fbb	NHEM_M2	orderUrl	http://www.promocell.com/nc/products/human-primary-cells/melanocytes/?sword_list%5B%5D=NHEM	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c1d2974c-2291-465b-b3be-c7b047f3593c	NHEM_M2	sex	B	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
882138fe-6e39-4e5b-8cf7-28e6a31ef4a1	NHEM_M2	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5ef850b6-77dd-4df4-be89-496066774efc	NHEM_M2	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4fd53b95-a65e-468a-87a9-13b63f8503ac	NHEM_M2	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5fac6ee8-2808-408a-92a8-acbac7b9b25e	Jurkat	orderUrl	http://www.atcc.org/ATCCAdvancedCatalogSearch/ProductDetails/tabid/452/Default.aspx?ATCCNum=TIB-152&Template=cellBiology	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
064b25f8-33e7-4d35-b8d3-f326fdd36619	Jurkat	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4830fc6f-f525-4ea6-9dfc-ec31d147e5ae	Jurkat	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5d4b4550-34c9-46b5-8dcb-04b7086ff6da	Jurkat	karyotype	cancer	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
084425db-06f5-4268-9e49-8d5af4fe9b36	Jurkat	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
acad718c-8a6b-4628-9308-92eed33f3c31	HRE	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6f9dab20-ee2b-4159-8b8c-6fadda14590a	HRE	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8f128fe0-0f6d-4c5c-8886-1cf5a70c9548	HRE	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2b3d378b-95bf-4f63-8695-9a84857fc118	HRE	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1964d2ca-0ff0-46e2-b201-76d20dfab011	HRE	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bdf7ee58-e288-4e53-a21b-691bfaa55f77	AG09319	orderUrl	http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=AG09319	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d368074d-5d15-4f0a-96b8-ea5522b72950	AG09319	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
25d92e92-e6dd-4d7e-9680-915025d79432	AG09319	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
088499f4-f290-47bc-84a4-22c8a5e83152	AG09319	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
90e02e56-a298-4d93-9fc4-76fed1dc9b70	AG09319	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cb492bf5-744a-419d-89c9-58d847302bcd	SkMuscle	orderUrl	http://www.gs.washington.edu/faculty/stamj.htm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8bc74f92-6ee1-4ab0-8193-8995c04339ee	SkMuscle	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ec6002d4-bbf0-4b9f-9b20-ace0d44998bd	SkMuscle	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4063408d-8037-4b29-b7ee-79cf0762ca59	SkMuscle	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
df7d32e2-c13e-4e42-9d3c-0378dfe7e547	SkMuscle	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ac13322c-f2e0-45a2-8bda-b593840e7c06	BC_Kidney_01-11002	orderUrl	http://www.biochain.com;http://www.biochain.com	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a2002c50-431c-4f15-aa6f-ddf284a259f1	BC_Kidney_01-11002	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
75c64752-ea48-4860-be24-6e16114349e2	BC_Kidney_01-11002	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9106927b-bc1e-4c3e-8c4c-7b62f8d41ed4	BC_Kidney_01-11002	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
019810d6-aa14-4bb2-aa77-e8966d5fc79c	BC_Kidney_01-11002	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c6d71ef6-07b1-4e59-aecd-43bac69b0dbf	Treg_Wb78495824	orderUrl	http://www.gs.washington.edu/faculty/stamj.htm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
efda3acc-1cc5-4aa4-bdcd-9f600925c442	Treg_Wb78495824	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7610c24d-3d49-45a7-9e9d-2dfa36f2ccf1	Treg_Wb78495824	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e66e0c38-45ce-417a-a719-8385673ba1b8	Treg_Wb78495824	karyotype	normaldonorisCausasian,female35yearold,primarypheresisofsinglenormalsubject	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
69ba9f7b-9d3b-4b1d-945e-40ce146181f3	Treg_Wb78495824	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
43e5771d-c60e-4bac-a0ca-4b17245d2be2	HMVEC-dBl-Neo	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b3bc786d-03f6-472d-9f16-5f838bedbaa7	HMVEC-dBl-Neo	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4e25224e-0257-42d4-a2e2-48d0fdce7201	HMVEC-dBl-Neo	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f642421e-abad-4e4e-a29f-074f533bc388	HMVEC-dBl-Neo	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6b963e8e-f1fb-4782-a6a0-39cb72403570	HMVEC-dBl-Neo	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c2eb009b-9080-4e2c-b0b2-35abdad5c122	Cord_CD4_naive	orderUrl	http://138.26.61.118/depts/MEB/SOMResearchFaculty/currentfacultydata.asp?ID=DRDRDR	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
af3d50ca-430b-4aae-85ab-e24a301ac159	Cord_CD4_naive	sex	B	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
46fa2b7b-df96-45a1-8842-14880147b362	Cord_CD4_naive	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e67927bb-392e-459c-8bb9-8735f5d9192f	Cord_CD4_naive	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
814d296d-cf57-4212-9cf5-edcbbf9b683e	Cord_CD4_naive	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5b8680cd-b537-472d-a997-0ebaaae6ad4d	Skin	orderUrl	http://bioinformatics-renlab.ucsd.edu/rentrac/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aa5e5582-ab5d-4198-b9ca-11c0d4799171	Skin	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
762db22f-2fb2-4f33-823a-d06d4a69514b	Skin	age	ageUnkown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c2c320c2-9c53-4539-b41a-0bf52a805d1a	Skin	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4eacf293-033d-48ee-afdc-14a6269d0a84	Skin	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3f70053a-5b48-42de-819e-c41b16d1c4bb	GM12872	orderUrl	http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=GM12872&PgId=166	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b55e33d1-25d0-4339-998d-e268e983c35d	GM12872	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d295b90a-b42e-4718-9ad4-609a3ecd1223	GM12872	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9b448c6c-939d-462d-9cad-58e8be4f1690	GM12872	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7269d3fa-3e74-41a5-a331-c66b1348321a	GM12872	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fc2252b1-70e1-4dc2-90f0-7dc4d033d046	HMVEC-dLy-Ad	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ff42604a-d5c2-4bf3-8259-19c60a087726	HMVEC-dLy-Ad	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1af0ae59-51cf-41b8-9206-d97f4dc39f4f	HMVEC-dLy-Ad	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9428fb31-6eb7-4c1e-9000-7ddc0cb86c87	HMVEC-dLy-Ad	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a0831776-1885-4fd6-9904-0682d659b9ad	HMVEC-dLy-Ad	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8ea25505-477f-485b-a452-7ae9e4c5c7d3	Testis	orderUrl	http://bioinformatics-renlab.ucsd.edu/rentrac/;http://gingeraslab.cshl.edu/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dbf1f73e-043a-4c81-9b75-4ed64ad8a5c6	Testis	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3f7a308b-ada8-46ce-9643-2b66f1ea7248	Testis	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ea169ec4-2448-4978-a22b-d0b24a6adfb0	Testis	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8894f093-e772-415a-bb0f-2b64c50d3bb0	Testis	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
25a32f7e-73e6-4f38-8534-d1384886c732	iPS_NIHi11	orderUrl	http://www.ninds.nih.gov/research/labs/25.htm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
00807e4e-44e5-4fd1-b922-5ee7a07b7345	iPS_NIHi11	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c5a80683-02b8-4d07-a4d9-bba5b205afe2	iPS_NIHi11	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8b5658bb-317a-4b0a-b1cb-074d06490333	iPS_NIHi11	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f8476137-8fd9-475a-b249-6a717a7c17c3	iPS_NIHi11	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5ea241f8-29d2-4c7a-8b14-e8f2ec6cd422	AoAF	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3fe931fd-726e-48ce-8e76-617455eb33a4	AoAF	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0688f707-39d8-4d21-abf2-6559b532e3b0	AoAF	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e92cedec-a304-4060-8c39-fb76d2cbfa71	AoAF	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
16e4fba4-5faf-4243-aa5d-e4ff6348e780	AoAF	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aa150d5c-1730-4888-87b9-007309e6cd5e	3134	orderUrl	http://www.gs.washington.edu/faculty/stamj.htm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
312c3a01-10f5-418c-a9df-90ad5939f42f	3134	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
716ab7d9-b52c-4914-bf5d-7f85c6dea97d	3134	age	immortalized	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3195fd2e-23b1-49cf-9f84-5ed8a6fe72b3	3134	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4efd7f7d-d339-498d-a6a2-59b3c75ca689	3134	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8c08c3c5-2399-4f1f-8b2b-c52c7c95b9c1	NHDF-neo	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6689b6d7-a8b3-4a19-bfdf-d7bcf08bd753	NHDF-neo	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
40d02da4-1c7c-4964-b6aa-94b97b765c8d	NHDF-neo	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4e603778-c687-4bdf-9ba6-6579431bca26	NHDF-neo	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0a2e34ba-4e15-4773-9c73-9bbb024b0d88	NHDF-neo	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d775ffdf-0140-4caf-afc8-d0159291fb44	Loucy	orderUrl	http://www.dsmz.de/index.htm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
615b527d-c7a9-4d05-843e-077fb4aecf70	Loucy	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
beae65c7-eb0f-4b6d-97dc-444f94c9e9c1	Loucy	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ec7607b9-cbaf-4426-ba25-a29f20273b90	Loucy	karyotype	cancer	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d29e37e7-c29c-40e2-9d82-6511cb659722	Loucy	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
076a0c98-0c73-4fcb-ab96-90eed77f65e3	Retina	orderUrl	http://www.gs.washington.edu/faculty/stamj.htm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3c9dd1f3-84be-4201-aea8-a2a6fc3379a3	Retina	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d2001564-84b9-4594-9a96-82b235a3e443	Retina	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2821cacb-a54f-4853-a958-48df9cc9e028	Retina	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
23bb04ea-05f5-469e-85a7-846776e3904c	Retina	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2bcc2991-f070-4859-907c-1fa999c8a0a1	iPS_CWRU1	orderUrl	http://genetics.case.edu/page.php?page_id=5&LN=Tesar&FN=Paul	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
08c34b60-e027-4b1a-a5d1-075c20db6bb6	iPS_CWRU1	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
acbd392c-5d28-45aa-8d0a-a212acfb767e	iPS_CWRU1	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9879f52b-ecd3-4291-9f44-57bed95aa814	iPS_CWRU1	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f59a8c68-d445-49a0-8c48-04a251366fff	iPS_CWRU1	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
592637b9-da54-44d7-8186-b3ef4c0d5902	HMF	orderUrl	http://www.sciencellonline.com/site/productDetails.php?keyword=7630	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
540eac69-6bc5-4cca-9346-0d76ffa26052	HMF	sex	F	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fc5a2a34-8201-4d2e-8fe9-5245ff05d560	HMF	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a145f99d-767d-4d13-8866-1c1bde80ff92	HMF	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
28ce8bde-e91c-422b-a41f-b9d703aab1a6	HMF	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
eafc28ff-5b30-40f4-a9e8-44e4d19b7071	T-Naive	orderUrl	http://www.gs.washington.edu/faculty/stamj.htm	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
04c9b4e7-5434-4fc5-b9c1-c788e2fc40ac	T-Naive	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
785238c7-d918-43d4-ae9d-d9c715699984	T-Naive	age	ageUnknown	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bdf73d70-5625-403b-9d7a-75ed52b8a727	T-Naive	karyotype	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6f026dbb-702d-4095-9089-00c7b9a05b5f	T-Naive	tier	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
25ec6787-a77c-4d79-a0c1-87fbb6156791	Heart_OC	orderUrl	http://medschool.umaryland.edu/btbank/tissue_requests.asp	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
06b7b332-aaec-4802-8aab-cdab21f75e37	Heart_OC	sex	B	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
94983935-b126-4917-a925-1413003ffab7	Heart_OC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3d4fcd13-52d0-4ebd-a63b-080a1c2c32c8	Heart_OC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c6b0dfdc-5c57-489f-b109-cac6e41bde9a	Heart_OC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e507da89-2f8f-41a3-9f67-6ff6ce7ca342	SKMC	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3700246f-ef61-4218-9616-7fb4fe3e89f7	SKMC	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7a72553c-7fd3-496c-b3f8-968ad7c79ba5	SKMC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
803a04b8-ae12-4881-96e2-f5b3692afa22	SKMC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
876b3f07-734a-4bc4-8e36-f592b7181265	SKMC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f277b870-dab3-496f-87e0-165d9356c98b	Skeletal_Muscle_BC	orderUrl	http://www.biochain.com;http://www.biochain.com;http://www.biochain.com;http://www.biochain.com	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dbb726e0-bd5a-451b-96ab-d8929d566db5	Skeletal_Muscle_BC	sex	B	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b9fcb540-c83e-4a6f-8fa0-1b4d4a3bd9fd	Skeletal_Muscle_BC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bfa46b89-86c3-4a5c-a2b2-d6c3ab1b3d76	Skeletal_Muscle_BC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
911b4577-b28b-4900-a774-0d8fb90d11a3	Skeletal_Muscle_BC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2dddde9a-2a73-4776-9471-48214e5c330a	HMEC	orderUrl	http://www.lonza.com/	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
94356dff-f372-4dd9-841c-5067e0b596ee	HMEC	sex	U	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4fe573d6-cc71-49ab-b1af-cff3ad01d2d3	HMEC	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5478fb8b-b8e1-48c6-b628-a2764419e318	HMEC	karyotype	normal	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b8e70355-b11a-4105-bde0-c2a5932cb87e	HMEC	tier	3	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aeb53276-a639-4079-bc33-ed91da82274d	RCC_7860	orderUrl	http://www.atcc.org/ATCCAdvancedCatalogSearch/ProductDetails/tabid/452/Default.aspx?ATCCNum=CRL-1932&Template=cellBiology	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6bdda584-9b45-4580-9e84-28d21b9e5bd1	RCC_7860	sex	M	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ffaaf4cc-58cf-41ab-97d0-25c79fe105f2	RCC_7860	age	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2f90843d-a390-4877-aed8-b5bc363faecc	RCC_7860	karyotype	cancer	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
