biosample_term_id	biosample_term_name	biosample_label	biosample_type	organism_no	treatment_no	source_no	product_id	lot_id	subcellular_location
BTO:0002489	NB4	NB4	missing	human	missing	Refer to protocol documents for differing sources, UW: DSMZ (Deutsche Sammlung von Mikroorganismen und Zellkulturen) ACC-207 http://www.dsmz.de/ or Yale (Stanford): National Cell Culture Center http://www.nccc.com/	NB4	missing	missing
BTO:0000099	NH-A	NHA	missing	human	missing	Lonza	CC-2565	missing	missing
BTO:0002022	NHBE	NHBE	missing	human	missing	Lonza	CC-2541	missing	missing
BTO:0001845	NHBE_RA	NHBERA	missing	human	missing	Lonza	CC-2540, CC3170	missing	missing
BTO:0003185	NHDF	NHDF	missing	human	missing	PromoCell	NHDF	missing	missing
BTO:0004419	NHDF-Ad	NHDFAD	missing	human	missing	Lonza	CC-2511, CC-2511T225	missing	missing
BTO:0004419	NHDF-neo	NHDFNEO	missing	human	missing	Lonza	CC-2509	missing	missing
BTO:0003185	NHDF_0060801.3	NHDF00608013	missing	human	missing	PromoCell	C-14031	missing	missing
BTO:0003185	NHDF_7071701.2	NHDF70717012	missing	human	missing	PromoCell	C-14031	missing	missing
BTO:0000375	NHEK	NHEK	tissue	human	missing	Lonza	CC-2501	missing	missing
BTO:0000847	NHEM.f_M2	NHEMFM2	missing	human	missing	PromoCell	NHEM	missing	missing
BTO:0000847	NHEM.f_M2_5071302.2	NHEMFM250713022	missing	human	missing	PromoCell	C-14042	missing	missing
BTO:0000847	NHEM.f_M2_6022001	NHEMFM26022001	missing	human	missing	PromoCell	C-14042	missing	missing
BTO:0000847	NHEM_M2	NHEMM2	missing	human	missing	PromoCell	NHEM	missing	missing
BTO:0000847	NHEM_M2_7011001.2	NHEMM270110012	missing	human	missing	PromoCell	C-14043	missing	missing
BTO:0000847	NHEM_M2_7012303	NHEMM27012303	missing	human	missing	PromoCell	C-14043	missing	missing
AMAD:7146	NIH-3T3	NIH3T3	cellLine	mouse	missing	ATCC	CRL-1658	missing	missing
BTO:0000946	NT2-D1	NT2D1	missing	human	missing	ATCC	CRL-1973	missing	missing
BTO:0000776	Naive_B_cell	NAIVEBCELL	missing	human	missing	Dr. Yanwen Jiang	Naive_B_cell	missing	missing
BTO:0000961	Olf_neurosphere	OLFNEUROSPHERE	missing	human	missing	Alan Mackay-Sim	Olf_neurosphere	missing	missing
AMAD:7015	OlfactBulb	OLFACT	tissue	mouse	missing	LICR lab	Olfactory Bulb	missing	missing
BTO:0001593	Osteobl	OSTEO	missing	human	missing	Lonza	CC-2538	missing	missing
AMAD:6958	Ovary	OVARY	tissue	mouse	missing	CSHL lab	Ovary	missing	missing
BTO:0000304	PANC-1	PANC1	missing	human	missing	ATCC	CRL-1469	missing	missing
BTO:0000553	PBDEFetal	PBDEFETAL	missing	human	missing	Bouhassira Lab	FetalPBDE	missing	missing
BTO:0001025	PBMC	PBMC	missing	human	missing	Dr. E.H. Bresnick at UW Madison	PBMC	missing	missing
AMAD:7015	Pancreas	PANCREAS	tissue	mouse	missing	LICR lab	Pancreas	missing	missing
BTO:0000988	Pancreas_OC	PANCREASOC	missing	human	missing	NCTC	09-0144A; 10-0021A	missing	missing
AMAD:6948	Patski	PATSKI	cellLine	mouse	missing	Dr. Christine Disteche at University of Washington	Patski	missing	missing
AMAD:6957	Placenta	PLAC	tissue	mouse	missing	LICR lab	Placenta	missing	missing
BTO:0001101	Pons_OC	PONSOC	missing	human	missing	NICHD	1104; 602; 1442	missing	missing
BTO:0002398	PrEC	PREC	missing	human	missing	Lonza	CC-2555	missing	missing
BTO:0001129	Prostate_OC	PROSTATEOC	missing	human	missing	NICHD	1669; 1540	missing	missing
BTO:0001140	Psoas_muscle_OC	PSOASMUSCLEOC	missing	human	missing	NICHD	1104; 602; 1442; 1540; 1863	missing	missing
BTO:0000037	RCC_7860	RCC7860	missing	human	missing	ATCC	CRL-1932	missing	missing
BTO:0003508	RPMI-7951	RPMI7951	missing	human	missing	ATCC	HTB-66	missing	missing
BTO:0001498	RPTEC	RPTEC	missing	human	missing	Lonza	CC-2553, CC-2553T225	missing	missing
BTO:0002397	RWPE1	RWPE1	missing	human	missing	ATCC	CRL-11609	missing	missing
BTO:0001154	Raji	RAJI	missing	human	missing	ATCC	CCl-86	missing	missing
AMAD:6944	Retina	RETINA	tissue	mouse	missing	Dr. John Stamatoyannopoulos at UW	Retina	missing	missing
BTO:0000793	SH-SY5Y	SHSY5Y	missing	human	missing	ATCC	CC-2266	missing	missing
BTO:0001620	SK-N-SH	SKNSH	missing	human	missing	ATCC	HTB-11	59257297	missing
BTO:0002916	SkMC	SKMC	missing	human	missing	PromoCell	SkMC	missing	missing
BTO:0002916	SkMC_8121902.17	SKMC812190217	missing	human	missing	PromoCell	C-14060	missing	missing
BTO:0002916	SkMC_9011302	SKMC9011302	missing	human	missing	PromoCell	C-14060	missing	missing
AMAD:7125	SkMuscle	SKMUSCLE	tissue	mouse	missing	Dr. John Stamatoyannopoulos at UW	Skeletal Muscle	missing	missing
BTO:0001103	Skeletal_Muscle_BC	SKELBC	missing	human	missing	BioChain; BioChain; BioChain; BioChain	CP-S12-D1234171-05_A610262; CP-S10-R1234171-20_A808148; CP-S13-D1234171-05_B402065; CP-S10-R1234230-20_A911037	missing	missing
AMAD:4556	Skin	SKIN	tissue	mouse	missing	LICR lab	Skin	missing	missing
AMAD:6978	SmIntestine	SMINT	tissue	mouse	missing	1)LICR lab; 2)CSHL lab	Small Intestine; Small Intestine	missing	missing
BTO:0000651	Small_intestine_OC	SMALLINTESTINEOC	missing	human	missing	NCTC	10-0063A; 09-0143A	missing	missing
AMAD:4521	SpinalCord	SPC	tissue	mouse	missing	LICR lab	Spinal Cord	missing	missing
AMAD:7038	Spleen	SPL	tissue	mouse	missing	1) LICR lab; 2)Dr. John Stamatoyannopoulos at UW; 3)CSHL lab	Spleen; Spleen; Spleen	missing	missing
BTO:0001281	Spleen_OC	SPLEENOC	missing	human	missing	NICHD	1863; 4548	missing	missing
BTO:0002316	Stellate	STELLATE	missing	human	missing	Dr. Steve Choi at Duke University	Stellate	missing	missing
AMAD:6966	Stomach	STOM	tissue	mouse	missing	1) CSHL lab; 2) LICR lab	Stomach; Stomach	missing	missing
BTO:0001307	Stomach_BC	STOMACHBC	missing	human	missing	BioChain; BioChain; BioChain	CP-S12-D1234248-05_A808008; CP-S13-D1234248-05_B402070; CP-S10-R1234248-20_B402077	missing	missing
AMAD:17477	SubcFatPad	SFAT	tissue	mouse	missing	CSHL lab	Subcutaneous Adipose tissue	missing	missing
BTO:0001248	T-47D	T47D	missing	human	missing	ATCC	HTB-133	missing	missing
AMAD:7060	T-Naive	TNAIVE	primaryCells	mouse	missing	Dr. John Stamatoyannopoulos at UW	T-Naive	missing	missing
BTO:0001583	T98G	T98G	missing	human	missing	ATCC	CRL-1690	missing	missing
AMAD:7060	THelper-Activated	THELPA	primaryCells	mouse	missing	Dr. John Stamatoyannopoulos at UW	THelper-Activated	missing	missing
AMAD:7060	TReg	TREG	primaryCells	mouse	missing	Dr. John Stamatoyannopoulos at UW	TReg	missing	missing
AMAD:7060	TReg-Activated	TREGA	primaryCells	mouse	missing	Dr. John Stamatoyannopoulos at UW	TReg-Activated	missing	missing
BTO:0000782	T_cells_CD4+	TCELLSCD4	missing	human	missing	Dr. David Randolph at University of Alabama, Birmingham	vary	missing	missing
AMAD:9201	Testis	TESTIS	tissue	mouse	missing	1)LICR lab; 2)CSHL lab	Testis; Testis	missing	missing
BTO:0001678	Th1	TH1	missing	human	missing	Dr. John Stamatoyannopoulos at UW	None (primary pheresis of single normal subject)	missing	missing
BTO:0002417	Th17	TH17	missing	human	missing	Dr. John Stamatoyannopoulos at UW	Th17	missing	missing
BTO:0001678	Th1_Wb33676984	TH1WB33676984	missing	human	missing	Dr. John Stamatoyannopoulos at UW	Wb33676984	missing	missing
BTO:0001678	Th1_Wb54553204	TH1WB54553204	missing	human	missing	Dr. John Stamatoyannopoulos at UW	Wb54553204	missing	missing
BTO:0001679	Th2	TH2	missing	human	missing	Dr. John Stamatoyannopoulos at UW	None (primary pheresis of single normal subject)	missing	missing
BTO:0001679	Th2_Wb33676984	TH2WB33676984	missing	human	missing	Dr. John Stamatoyannopoulos at UW	Wb33676984	missing	missing
BTO:0001679	Th2_Wb54553204	TH2WB54553204	missing	human	missing	Dr. John Stamatoyannopoulos at UW	Wb54553204	missing	missing
AMAD:7037	Thymus	THYMUS	tissue	mouse	missing	1)LICR lab; 2)CSHL lab	Thymus; Thymus	missing	missing
BTO:0004520	Treg_Wb78495824	TREGWB78495824	missing	human	missing	Dr. John Stamatoyannopoulos at UW	Wb78495824	missing	missing
BTO:0004520	Treg_Wb83319432	TREGWB83319432	missing	human	missing	Dr. John Stamatoyannopoulos at UW	Wb83319432	missing	missing
BTO:0000970	U2OS	U2OS	missing	human	missing	ATCC	HTB-96	missing	missing
BTO:0002036	U87	U87	missing	human	missing	ATCC	HTB-14	missing	missing
BTO:0001768	UCH-1	UCH1	missing	human	missing	Chordoma Research	Foundation	missing	missing
AMAD:11033	UpperLegMuscle	ULMUS	tissue	mouse	missing	LICR lab	Thigh Muscle	missing	missing
BTO:0001245	Urothelia	UROTHEL	missing	human	missing	Dr. D Sens at University of N. Dakota	Urothelia	missing	missing
BTO:0001958	WI-38	WI38	missing	human	missing	Dr. Carl Mann, SBIGeM	WI-38	missing	missing
AMAD:7005	WholeBrain	WBRAIN	tissue	mouse	missing	1)Dr. John Stamatoyannopoulos at UW; 2)CSHL lab	Whole Brain; Whole Brain	missing	missing
AMAD:29	ZhBTc4	ZHBTC4	primaryCells	mouse	missing	Dr. Levasseur at University of Iowa	ZhBTc4	missing	missing
BTO:0000141	bone_marrow_HS27a	HS27A	missing	human	missing	Dr. Beverly Torok-Storb at Fred Hutchison Cancer Research Center	HS27a	missing	missing
BTO:0000141	bone_marrow_HS5	HS5	missing	human	missing	Dr. Beverly Torok-Storb at Fred Hutchison Cancer Research Center	HS5	missing	missing
BTO:0000141	bone_marrow_MSC	MSC	missing	human	missing	Dr. Beverly Torok-Storb at Fred Hutchison Cancer Research Center	MSC	missing	missing
BTO:0004054	hMNC-CB	HMNCCB	missing	human	missing	PromoCell	hMNC-CB	missing	missing
BTO:0004054	hMNC-CB_8072802.6	HMNCCB80728026	missing	human	missing	PromoCell	C-14096	missing	missing
BTO:0004054	hMNC-CB_9111701.6	HMNCCB91117016	missing	human	missing	PromoCell	C-14096	missing	missing
BTO:0001025	hMNC-PB	HMNCPB	missing	human	missing	PromoCell	hMNC-PB	missing	missing
BTO:0001025	hMNC-PB_0022330.9	HMNCPB00223309	missing	human	missing	PromoCell	C-14098	missing	missing
BTO:0001025	hMNC-PB_0082430.9	HMNCPB00824309	missing	human	missing	PromoCell	C-14098	missing	missing
BTO:0003298	hMSC-AT	HMSCAT	missing	human	missing	PromoCell	hMSC-AT	missing	missing
BTO:0003298	hMSC-AT_0102604.12	HMSCAT010260412	missing	human	missing	PromoCell	C-14092	missing	missing
BTO:0003298	hMSC-AT_9061601.12	HMSCAT906160112	missing	human	missing	PromoCell	C-14092	missing	missing
BTO:0003298	hMSC-BM	HMSCBM	missing	human	missing	PromoCell	hMSC-BM	missing	missing
BTO:0003298	hMSC-BM_0050602.11	HMSCBM005060211	missing	human	missing	PromoCell	C-14090	missing	missing
BTO:0003298	hMSC-BM_0051105.11	HMSCBM005110511	missing	human	missing	PromoCell	C-14090	missing	missing
BTO:0003298	hMSC-UC	HMSCUC	missing	human	missing	PromoCell	hMSC-UC	missing	missing
BTO:0003298	hMSC-UC_0052501.7	HMSCUC00525017	missing	human	missing	PromoCell	C-14091	missing	missing
BTO:0003298	hMSC-UC_0081101.7	HMSCUC00811017	missing	human	missing	PromoCell	C-14091	missing	missing
BTO:0000001	iPS_CWRU1	IPSCWRU1	missing	human	missing	Paul Tesar at Case Western University	iPS_CWRU1	missing	missing
BTO:0000001	iPS_NIHi11	IPSNIHI11	missing	human	missing	Josh Chenoweth, Laboratory of Molecular Biology, National Institutes of Health, NINDS	iPS_NIHi11	missing	missing
BTO:0000001	iPS_NIHi7	IPSNIHI7	missing	human	missing	Josh Chenoweth, Laboratory of Molecular Biology, National Institutes of Health, NINDS	iPS_NIHi7	missing	missing
BTO:0000001	iPS_hFib2_iPS4	IPSHFIB2IPS4	missing	human	missing	HSCI iPS Cell Core Facility	hFib2_iPS4	missing	missing
BTO:0000001	iPS_hFib2_iPS5	IPSHFIB2IPS5	missing	human	missing	HSCI iPS Cell Core Facility	hFib2_iPS5	missing	missing
GO:0030218	mG/ER	MGER	cellLine	mouse	missing	Dr. John Stamatoyannopoulos at UW	mG/ER	missing	missing
BTO:0000812	ovcar-3	OVCAR3	missing	human	missing	ATCC	HTB-161	missing	missing
BTO:0001129	prostate	PROSTATE	missing	human	missing	ATCC	Missing	missing	missing
BTO:0001521 (non-specific)	8988T	8988T	missing	human	missing	DSMZ	ACC 162	missing	missing
BTO:0002062 (non-specific)	GM06990	GM06990	missing	human	missing	Coriell	GM06990	missing	missing
BTO:0002062 (non-specific)	GM10847	GM10847	missing	human	missing	Coriell	GM10847	missing	missing
BTO:0002062 (non-specific)	GM12801	GM12801	missing	human	missing	Coriell	GM12801	missing	missing
BTO:0002062 (non-specific)	GM12864	GM12864	missing	human	missing	Coriell	GM12864	missing	missing
BTO:0002062 (non-specific)	GM12865	GM12865	missing	human	missing	Coriell	GM12865	missing	missing
BTO:0002062 (non-specific)	GM12866	GM12866	missing	human	missing	Coriell	GM12866	missing	missing
BTO:0002062 (non-specific)	GM12867	GM12867	missing	human	missing	Coriell	GM12867	missing	missing
BTO:0002062 (non-specific)	GM12868	GM12868	missing	human	missing	Coriell	GM12868	missing	missing
BTO:0002062 (non-specific)	GM12869	GM12869	missing	human	missing	Coriell	GM12869	missing	missing
BTO:0002062 (non-specific)	GM12870	GM12870	missing	human	missing	Coriell	GM12870	missing	missing
BTO:0002062 (non-specific)	GM12871	GM12871	missing	human	missing	Coriell	GM12871	missing	missing
BTO:0002062 (non-specific)	GM12872	GM12872	missing	human	missing	Coriell	GM12872	missing	missing
BTO:0002062 (non-specific)	GM12873	GM12873	missing	human	missing	Coriell	GM12873	missing	missing
BTO:0002062 (non-specific)	GM12874	GM12874	missing	human	missing	Coriell	GM12874	missing	missing
BTO:0002062 (non-specific)	GM12875	GM12875	missing	human	missing	Coriell	GM12875	missing	missing
BTO:0002062 (non-specific)	GM12891	GM12891	missing	human	missing	Coriell	GM12891	missing	missing
BTO:0002062 (non-specific)	GM12892	GM12892	missing	human	missing	Coriell	GM12892	missing	missing
BTO:0002062 (non-specific)	GM15510	GM15510	missing	human	missing	Coriell	GM15510	missing	missing
BTO:0002062 (non-specific)	GM18505	GM18505	missing	human	missing	Coriell	GM18505	missing	missing
BTO:0002062 (non-specific)	GM18507	GM18507	missing	human	missing	Coriell	GM18507	missing	missing
BTO:0002062 (non-specific)	GM18526	GM18526	missing	human	missing	Coriell	GM18526	missing	missing
BTO:0002062 (non-specific)	GM18951	GM18951	missing	human	missing	Coriell	GM18951	missing	missing
BTO:0002062 (non-specific)	GM19099	GM19099	missing	human	missing	Coriell	GM19099	missing	missing
BTO:0002062 (non-specific)	GM19193	GM19193	missing	human	missing	Coriell	GM19193	missing	missing
BTO:0002062 (non-specific)	GM19238	GM19238	missing	human	missing	Coriell	GM19238	missing	missing
BTO:0002062 (non-specific)	GM19239	GM19239	missing	human	missing	Coriell	GM19239	missing	missing
BTO:0002062 (non-specific)	GM19240	GM19240	missing	human	missing	Coriell	GM19240	missing	missing
BTO:0000519 (non-specific)	HGF	HGF	missing	human	missing	ScienCell	2620	missing	missing
BTO:0000059 (non-specific)	HRCEpiC	HRCE	missing	human	missing	Lonza	CC-2554	missing	missing
BTO:0000059 (non-specific)	HRE	HRE	missing	human	missing	Lonza	CC-2556	missing	missing
BTO:0000256 (non-specific)	HSMM	HSMM	missing	human	missing	Refer to the protocol documents for differing sources	CC-2580	missing	missing
BTO:0001760 (non-specific)	HSMMtube	HSMMt	missing	human	missing	Lonza	See HSMM	missing	missing
BTO:0002062 (non-specific)	Lymphoblastoid_cell_line	LYMPHOBLAST	missing	human	missing	Coriell	various GMXXXXX cell lines	missing	missing
BTO:0000161 (non-specific)	NHLF	NHLF	missing	human	missing	Lonza	CC-2512	missing	missing
BTO:0000574 (non-specific)	PBDE	PBDE	missing	human	missing	Dr. Peggy Farnham at USC	PBDE	missing	missing
BTO:0000690 (non-specific)	PFSK-1	PFSK1	missing	human	missing	ATCC	CRL-2060	missing	missing
BTO:0000991 (non-specific)	PanIsletD	PANISD	missing	human	missing	National Disease Research Interchange	PanIsletD	missing	missing
BTO:0000991 (non-specific)	PanIslets	PANISLETS	missing	human	missing	Refer to publication or NDRI	PanIslets	missing	missing
BTO:0001255 (non-specific)	ProgFib	PROGFIB	missing	human	missing	Progeria Research Foundation	HGADFN167	missing	missing
BTO:0002022 (non-specific)	SAEC	SAEC	missing	human	missing	Lonza	CC-2547	missing	missing
BTO:0002372 (non-specific)	SK-N-MC	SKNMC	missing	human	missing	ATCC	HTB-10	missing	missing
BTO:0002372 (non-specific)	SK-N-SH_RA	SKNSHRA	missing	human	missing	ATCC	HTB-11	missing	missing
BTO:0001801 (non-specific)	SKMC	SKMC	missing	human	missing	Lonza	CC-2561	missing	missing
BTO:0001389 (non-specific)	TBEC	TBEC	missing	human	missing	National Disease Research Interchange	DD009C	missing	missing
BTO:0001178 (non-specific)	WERI-Rb-1	WERIRB1	missing	human	missing	ATCC	HTB-169	missing	missing
BTO:0001120 (non-specific)	pHTE	PHTE	missing	human	missing	Dr. Cal Cotton at Case Western Reserve University	missing	missing	missing
BTO:0000001 (nonspecific)	iPS	IPS	missing	human	missing	Josh Chenoweth, Laboratory of Molecular Biology, National Institutes of Health, NINDS	iPS	missing	missing
